SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6,Sp7,Sp8,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Cal3,Cal4,Product,Date,Time,SensTemp,SampTemp,ScanColour,Exclude
30R1,1.85,1.87,1.8957,1.9268,1.9631,1.9986,2.0278,2.0552,2.0871,2.1289,2.1836,2.2439,2.3101,2.3892,2.4582,2.4872,2.5359,2.6258,2.6849,2.6956,2.6821,2.657,2.6271,2.5919,2.5538,2.5143,2.4689,2.423,2.3868,2.3659,2.3595,2.367,2.3891,2.4265,2.4958,2.6361,2.8721,3.1343,44.1,43.5,57.835,CL72C,20/01/2012,18:37:28,,,,,N
30R1,1.85,1.87,1.8957,1.9268,1.9631,1.9986,2.0278,2.0552,2.0871,2.1289,2.1836,2.2439,2.3101,2.3892,2.4582,2.4872,2.5359,2.6258,2.6849,2.6956,2.6821,2.657,2.6271,2.5919,2.5538,2.5143,2.4689,2.423,2.3868,2.3659,2.3595,2.367,2.3891,2.4265,2.4958,2.6361,2.8721,3.1343,44.1,43.5,57.835,CL72C,20/01/2012,18:37:28,,,,,N
6R1,1.8646,1.8978,1.9362,1.9784,2.0233,2.0686,2.1098,2.1486,2.1868,2.2263,2.2678,2.3072,2.3412,2.3765,2.4264,2.4997,2.6047,2.7197,2.7871,2.8023,2.7881,2.7556,2.7123,2.6636,2.6145,2.5691,2.5292,2.4962,2.4711,2.4548,2.4474,2.4482,2.4555,2.4701,2.5068,2.6002,2.7729,2.9663,3.4,73.1,93.651,CL914B,15/12/2011,19:28:46,,,,,N
1R1,1.8668,1.8802,1.9046,1.9367,1.9746,2.0141,2.0496,2.0826,2.1159,2.1514,2.1895,2.2267,2.2596,2.2946,2.3455,2.4215,2.5316,2.6521,2.7205,2.7322,2.7125,2.6733,2.6231,2.5674,2.5117,2.4606,2.4167,2.3811,2.3553,2.3405,2.3366,2.3428,2.3561,2.3772,2.4211,2.525,2.7114,2.9161,3,73.4,94.014,CL914B,15/12/2011,19:09:19,,,,,N
31R1,1.8726,1.8888,1.9111,1.9391,1.9732,2.007,2.034,2.0588,2.0882,2.1279,2.181,2.2403,2.3063,2.3857,2.4545,2.4836,2.5346,2.6271,2.6864,2.6953,2.6791,2.6513,2.6188,2.5812,2.5409,2.4993,2.4519,2.4043,2.3671,2.3458,2.3399,2.3491,2.3734,2.4135,2.4864,2.6324,2.8759,3.1411,44.7,43.1,57.351,CL72C,20/01/2012,18:47:23,,,,,N
31R1,1.8726,1.8888,1.9111,1.9391,1.9732,2.007,2.034,2.0588,2.0882,2.1279,2.181,2.2403,2.3063,2.3857,2.4545,2.4836,2.5346,2.6271,2.6864,2.6953,2.6791,2.6513,2.6188,2.5812,2.5409,2.4993,2.4519,2.4043,2.3671,2.3458,2.3399,2.3491,2.3734,2.4135,2.4864,2.6324,2.8759,3.1411,44.7,43.1,57.351,CL72C,20/01/2012,18:47:23,,,,,N
26R1,1.8765,1.8916,1.9176,1.951,1.9897,2.0281,2.061,2.0926,2.1279,2.1712,2.2249,2.2827,2.3437,2.4145,2.4808,2.5233,2.5869,2.6835,2.7437,2.7527,2.7361,2.7072,2.6734,2.6356,2.5966,2.5582,2.5175,2.4784,2.4486,2.4318,2.4276,2.4352,2.4551,2.4878,2.549,2.6768,2.897,3.1455,38.9,45.4,60.134,CL72C,20/01/2012,18:01:21,,,,,N
26R1,1.8765,1.8916,1.9176,1.951,1.9897,2.0281,2.061,2.0926,2.1279,2.1712,2.2249,2.2827,2.3437,2.4145,2.4808,2.5233,2.5869,2.6835,2.7437,2.7527,2.7361,2.7072,2.6734,2.6356,2.5966,2.5582,2.5175,2.4784,2.4486,2.4318,2.4276,2.4352,2.4551,2.4878,2.549,2.6768,2.897,3.1455,38.9,45.4,60.134,CL72C,20/01/2012,18:01:21,,,,,N
32R1,1.8935,1.9133,1.9396,1.9721,2.01,2.047,2.0773,2.1056,2.139,2.183,2.2409,2.3048,2.3749,2.4584,2.5287,2.5533,2.5972,2.6845,2.7423,2.7526,2.7396,2.7159,2.6881,2.655,2.6191,2.5811,2.536,2.4898,2.4531,2.4316,2.4246,2.4317,2.4537,2.4917,2.5623,2.7051,2.9441,3.2101,47.1,41.5,55.415,CL72C,20/01/2012,18:51:47,,,,,N
32R1,1.8935,1.9133,1.9396,1.9721,2.01,2.047,2.0773,2.1056,2.139,2.183,2.2409,2.3048,2.3749,2.4584,2.5287,2.5533,2.5972,2.6845,2.7423,2.7526,2.7396,2.7159,2.6881,2.655,2.6191,2.5811,2.536,2.4898,2.4531,2.4316,2.4246,2.4317,2.4537,2.4917,2.5623,2.7051,2.9441,3.2101,47.1,41.5,55.415,CL72C,20/01/2012,18:51:47,,,,,N
6R2,1.8971,1.9267,1.9643,2.0074,2.0544,2.1023,2.1457,2.186,2.2259,2.2673,2.311,2.3528,2.3895,2.4277,2.4806,2.5565,2.664,2.7806,2.8474,2.8601,2.8432,2.8086,2.7643,2.7156,2.6673,2.6231,2.5848,2.5531,2.5292,2.5139,2.5071,2.5083,2.516,2.5309,2.5683,2.663,2.8373,3.0328,3.4,71.1,91.231,CL914B,15/12/2011,20:41:13,,,,,N
9R2,1.9124,1.915,1.9332,1.9625,1.999,2.0378,2.0723,2.1044,2.1375,2.1734,2.2126,2.2514,2.2863,2.324,2.379,2.4611,2.5797,2.7096,2.7812,2.789,2.7627,2.7163,2.6595,2.5984,2.5383,2.4842,2.4383,2.4018,2.3761,2.3624,2.3605,2.3696,2.3868,2.4123,2.4624,2.576,2.778,2.9999,3,73.7,94.377,CL914B,15/12/2011,20:27:54,,,,,N
23R2,1.9159,1.9309,1.9576,1.9919,2.0317,2.0718,2.1065,2.1398,2.1762,2.2194,2.2717,2.3268,2.3831,2.448,2.5153,2.5707,2.6503,2.7605,2.8286,2.8397,2.8211,2.7865,2.7443,2.697,2.6483,2.6017,2.5551,2.5122,2.4799,2.4619,2.4573,2.4656,2.4858,2.5184,2.5798,2.7102,2.9357,3.187,30.6,53.5,69.935,CL72C,15/12/2011,21:28:19,,,,,N
24R2,1.9166,1.9146,1.9299,1.9568,1.9913,2.0277,2.0589,2.0889,2.122,2.1616,2.2095,2.2602,2.3115,2.3705,2.4351,2.496,2.5834,2.6971,2.7641,2.7715,2.7479,2.7075,2.659,2.6059,2.5524,2.5024,2.4548,2.4128,2.3821,2.3661,2.3643,2.3753,2.3979,2.4318,2.4935,2.6238,2.848,3.0963,30.6,53.5,69.935,CL72C,15/12/2011,21:30:10,,,,,N
1R2,1.9245,1.9193,1.9329,1.9595,1.9951,2.0334,2.0672,2.0987,2.1316,2.1677,2.2078,2.2474,2.2825,2.3202,2.3751,2.457,2.5748,2.7031,2.773,2.7797,2.7524,2.7049,2.6469,2.5844,2.523,2.4678,2.4211,2.384,2.358,2.3447,2.3438,2.3542,2.3733,2.4014,2.4551,2.5727,2.7773,2.9993,3,73.4,94.014,CL914B,15/12/2011,20:30:17,,,,,N
22R2,1.9302,1.9299,1.946,1.9738,2.01,2.0478,2.08,2.1101,2.1435,2.1835,2.232,2.2826,2.333,2.3904,2.4537,2.5145,2.603,2.7166,2.782,2.7882,2.7638,2.7232,2.6752,2.623,2.571,2.5225,2.4764,2.4357,2.406,2.3905,2.3884,2.3993,2.4217,2.456,2.5191,2.6503,2.8738,3.12,25.2,57,74.17,CL72C,15/12/2011,21:24:17,,,,,N
24R1,1.9379,1.9335,1.9471,1.9727,2.0068,2.0431,2.0741,2.1039,2.1371,2.1775,2.2266,2.2784,2.3304,2.3901,2.4558,2.5179,2.6078,2.7249,2.7936,2.801,2.7764,2.7345,2.6843,2.629,2.5736,2.5215,2.472,2.4284,2.3969,2.3808,2.3794,2.3922,2.417,2.4544,2.5213,2.6586,2.8917,3.1463,8.9,56.6,73.686,CL72C,15/12/2011,21:32:05,,,,,N
23R1,1.9417,1.9536,1.9789,2.0128,2.0524,2.0925,2.1274,2.1612,2.1985,2.2427,2.296,2.3524,2.4095,2.4753,2.5441,2.6006,2.681,2.7927,2.8622,2.874,2.8554,2.8205,2.7776,2.7293,2.6797,2.6322,2.5849,2.5414,2.5089,2.491,2.487,2.4958,2.5169,2.5508,2.6135,2.7461,2.9743,3.2281,30.6,53.5,69.935,CL72C,15/12/2011,21:26:15,,,,,N
15R1,1.9453,1.9531,1.9754,2.0077,2.0468,2.0878,2.1242,2.1581,2.193,2.231,2.2731,2.3149,2.3531,2.3945,2.4496,2.5242,2.6317,2.7524,2.8208,2.8311,2.8092,2.7675,2.7147,2.6563,2.5976,2.5435,2.4961,2.4567,2.4281,2.4116,2.4072,2.4137,2.4288,2.4525,2.5009,2.6128,2.8108,3.0297,9,69.8,89.658,CL914B,15/12/2011,19:45:26,,,,,N
14R1,1.9513,1.9425,1.9546,1.9813,2.0173,2.0558,2.0896,2.1213,2.1547,2.1922,2.2345,2.2769,2.3156,2.3571,2.4119,2.4858,2.5914,2.7095,2.7732,2.7767,2.7483,2.7018,2.6465,2.5873,2.5294,2.4767,2.4309,2.3933,2.3663,2.3514,2.3488,2.3573,2.3751,2.4022,2.4546,2.5694,2.7703,2.9893,10.8,69.1,88.811,CL914B,15/12/2011,19:05:14,,,,,N
21R1,1.9521,1.9487,1.9629,1.99,2.0269,2.066,2.099,2.1295,2.1635,2.2049,2.2553,2.3082,2.3608,2.4211,2.4878,2.5522,2.6462,2.7661,2.835,2.8417,2.8162,2.7736,2.7231,2.668,2.6133,2.5623,2.5141,2.4719,2.4414,2.4259,2.425,2.438,2.4631,2.5008,2.5685,2.7073,2.9415,3.1938,23.5,57.3,74.533,CL72C,15/12/2011,21:13:30,,,,,N
13R2,1.9531,1.9633,1.9862,2.0191,2.0593,2.1012,2.1379,2.1716,2.2058,2.2432,2.2845,2.3255,2.363,2.404,2.4597,2.5363,2.6469,2.7705,2.8394,2.848,2.8239,2.7802,2.7257,2.666,2.6062,2.5512,2.5029,2.463,2.4336,2.4165,2.412,2.4188,2.4345,2.459,2.5093,2.6239,2.8279,3.0531,8.9,70,89.9,CL914B,15/12/2011,20:54:05,,,,,N
13R1,1.9533,1.9395,1.9463,1.9688,2.0018,2.0375,2.0686,2.0976,2.1287,2.1641,2.2046,2.245,2.2815,2.3209,2.3743,2.4478,2.5544,2.6735,2.7395,2.7476,2.7233,2.6786,2.6218,2.5586,2.4952,2.4367,2.3856,2.3439,2.3142,2.2986,2.2968,2.3074,2.3278,2.3576,2.4136,2.5335,2.7399,2.9631,8.9,70,89.9,CL914B,15/12/2011,19:43:15,,,,,N
22R1,1.9569,1.9545,1.9702,1.998,2.0343,2.0725,2.1054,2.1366,2.1711,2.2121,2.2615,2.3138,2.3666,2.427,2.4928,2.5545,2.6432,2.758,2.8253,2.833,2.8094,2.7689,2.7204,2.6672,2.6138,2.5638,2.5162,2.4742,2.4435,2.4275,2.4255,2.4363,2.4587,2.4923,2.5543,2.6853,2.9113,3.1612,25.2,57,74.17,CL72C,15/12/2011,21:17:22,,,,,N
15R2,1.965,1.9528,1.9607,1.9833,2.0163,2.0523,2.0833,2.1119,2.1425,2.1776,2.2181,2.2587,2.2957,2.3368,2.3933,2.4714,2.5853,2.7129,2.7821,2.7872,2.7578,2.7077,2.6465,2.5799,2.5139,2.4537,2.4014,2.359,2.3289,2.3135,2.3126,2.3249,2.3478,2.3808,2.4417,2.57,2.7892,3.0243,9,69.8,89.658,CL914B,15/12/2011,20:55:57,,,,,N
14R2,1.9656,1.9639,1.9795,2.0072,2.0436,2.0825,2.1165,2.1482,2.1814,2.2185,2.2603,2.3019,2.3396,2.3807,2.4365,2.5134,2.6248,2.7502,2.8193,2.8257,2.7985,2.7517,2.6945,2.6324,2.5711,2.515,2.466,2.4258,2.3967,2.3809,2.378,2.3873,2.4065,2.4355,2.4914,2.6133,2.8249,3.0554,10.8,69.1,88.811,CL914B,15/12/2011,20:24:34,,,,,N
21R2,1.9722,1.9714,1.9879,2.0165,2.0534,2.0922,2.1255,2.1571,2.1923,2.2344,2.2854,2.3389,2.3925,2.454,2.5218,2.5869,2.6805,2.8021,2.874,2.8823,2.8576,2.8149,2.7638,2.7078,2.6516,2.5991,2.5493,2.5056,2.4739,2.4576,2.456,2.468,2.4925,2.5293,2.5956,2.7332,2.9685,3.2246,23.5,57.3,74.533,CL72C,15/12/2011,21:15:33,,,,,N
25R1,1.9845,1.9914,2.0128,2.0444,2.0834,2.1241,2.1591,2.1921,2.2282,2.2711,2.3225,2.3762,2.4294,2.4901,2.5579,2.6242,2.7202,2.844,2.918,2.9284,2.9055,2.8643,2.8141,2.7585,2.7025,2.6498,2.5998,2.5556,2.5232,2.506,2.5035,2.5146,2.5384,2.5748,2.6416,2.7802,3.0171,3.2744,23.5,57.7,75.017,CL72C,15/12/2011,21:34:24,,,,,N
25R2,2.0053,2.0197,2.0464,2.0814,2.1227,2.1653,2.2022,2.2372,2.2751,2.3193,2.3718,2.4267,2.4812,2.5435,2.6134,2.6823,2.7813,2.9098,2.9881,3.0004,2.9782,2.9367,2.8857,2.829,2.7714,2.7171,2.6653,2.6194,2.5853,2.5668,2.563,2.5733,2.5959,2.6313,2.6971,2.8362,3.0761,3.3402,23.5,57.7,75.017,CL72C,15/12/2011,21:36:29,,,,,N
19R1,2.0152,1.986,1.9819,1.9983,2.0292,2.0632,2.0907,2.1158,2.1445,2.18,2.2232,2.2686,2.3124,2.3619,2.4243,2.5013,2.6128,2.7423,2.8131,2.817,2.7854,2.7334,2.6708,2.6031,2.5362,2.4749,2.4209,2.3766,2.3459,2.3316,2.3336,2.3501,2.3786,2.4184,2.4875,2.6268,2.8581,3.1003,14.8,65.6,84.576,CL914B,15/12/2011,18:59:07,,,,,N
12R2,2.0168,2.0185,2.0372,2.0674,2.1053,2.1454,2.181,2.2146,2.2496,2.2882,2.3312,2.3739,2.4121,2.4537,2.5104,2.589,2.7029,2.8321,2.9051,2.9143,2.8887,2.8417,2.7826,2.7175,2.6524,2.5925,2.5399,2.4966,2.4654,2.4479,2.444,2.4526,2.4714,2.5004,2.5566,2.6795,2.8952,3.1322,8.9,69.9,89.779,CL914B,15/12/2011,20:51:56,,,,,N
11R2,2.0417,2.0487,2.0711,2.1042,2.145,2.1879,2.2257,2.2609,2.2974,2.3374,2.3818,2.4258,2.4655,2.5085,2.5672,2.6479,2.765,2.8974,2.9721,2.9813,2.9551,2.9074,2.8478,2.7822,2.7168,2.6566,2.6037,2.5601,2.5281,2.5097,2.5049,2.5127,2.5304,2.5584,2.6143,2.7384,2.9572,3.1971,9.2,70.5,90.505,CL914B,15/12/2011,20:49:55,,,,,N
19R2,2.0518,2.0491,2.0642,2.0929,2.1307,2.1706,2.2051,2.2375,2.2722,2.312,2.3581,2.4049,2.4486,2.4971,2.5583,2.6343,2.7444,2.8739,2.9479,2.9572,2.9317,2.886,2.8295,2.7676,2.7059,2.649,2.5981,2.5557,2.5253,2.509,2.5066,2.5173,2.539,2.5715,2.6327,2.763,2.9881,3.2336,14.8,65.6,84.576,CL914B,15/12/2011,20:22:08,,,,,N
11R1,2.0643,2.0747,2.0998,2.1359,2.18,2.2257,2.2663,2.3037,2.342,2.3837,2.4299,2.4753,2.516,2.5595,2.6175,2.6963,2.8103,2.9385,3.0124,3.0261,3.0055,2.9628,2.9068,2.8434,2.779,2.7192,2.6659,2.6216,2.5885,2.5688,2.5625,2.5682,2.5831,2.6077,2.6596,2.779,2.9899,3.2216,9.2,70.5,90.505,CL914B,15/12/2011,19:38:49,,,,,N
18R1,2.0751,2.0941,2.1247,2.1639,2.2085,2.2543,2.2953,2.3344,2.3747,2.4186,2.4674,2.5165,2.5628,2.6134,2.6765,2.7551,2.8673,3.0001,3.0805,3.0972,3.0787,3.0388,2.9867,2.9277,2.8675,2.8111,2.7602,2.7169,2.685,2.6664,2.6606,2.6667,2.6821,2.7073,2.7585,2.878,3.0945,3.3386,12.3,65.8,84.818,CL914B,15/12/2011,19:52:57,,,,,N
20R1,2.1117,2.1375,2.1745,2.2195,2.2707,2.3228,2.3696,2.4135,2.4582,2.5067,2.5603,2.6139,2.6642,2.7183,2.7834,2.8613,2.9714,3.1006,3.179,3.1974,3.1823,3.1469,3.0997,3.0459,2.9908,2.9391,2.8918,2.8512,2.8202,2.8013,2.7941,2.7974,2.8094,2.8307,2.8788,2.9954,3.206,3.4419,14.6,65.5,84.455,CL914B,15/12/2011,19:55:19,,,,,N
20R2,2.1149,2.1422,2.1804,2.226,2.2763,2.3273,2.3732,2.4169,2.4615,2.5097,2.5628,2.616,2.6659,2.7202,2.7865,2.8673,2.9816,3.1163,3.1971,3.2131,3.1941,3.1545,3.1042,3.0479,2.9912,2.9385,2.8906,2.8498,2.8191,2.8006,2.7938,2.7982,2.8116,2.8349,2.8857,3.0059,3.2235,3.4692,14.6,65.5,84.455,CL914B,15/12/2011,21:00:26,,,,,N
18R2,2.1344,2.1391,2.1604,2.1939,2.2357,2.2795,2.3181,2.3546,2.3932,2.4367,2.4863,2.5366,2.584,2.6364,2.7026,2.7854,2.9046,3.0458,3.1288,3.1414,3.1163,3.0689,3.0095,2.9437,2.8776,2.8163,2.7615,2.7154,2.6821,2.6639,2.6605,2.6708,2.6922,2.725,2.7876,2.9229,3.1601,3.4218,12.3,65.8,84.818,CL914B,15/12/2011,21:10:51,,,,,N
16R1,2.161,2.1878,2.2242,2.2682,2.3179,2.3689,2.4141,2.4563,2.4996,2.5472,2.6003,2.6535,2.7033,2.7578,2.8241,2.9033,3.0172,3.1523,3.2338,3.2509,3.2327,3.1933,3.1418,3.0835,3.0243,2.9686,2.9174,2.8734,2.8399,2.8195,2.8121,2.8168,2.8312,2.8563,2.9103,3.0363,3.2608,3.5089,13.7,66,85.06,CL914B,15/12/2011,19:48:02,,,,,N
17R2,2.1721,2.1819,2.207,2.2432,2.2874,2.3336,2.3743,2.4124,2.4524,2.497,2.5481,2.6004,2.6509,2.707,2.7753,2.8565,2.973,3.1123,3.1943,3.207,3.1822,3.1358,3.0779,3.0139,2.9493,2.8892,2.8346,2.788,2.7534,2.7336,2.728,2.7359,2.7543,2.7836,2.8422,2.9752,3.2111,3.4742,18,64.2,82.882,CL914B,15/12/2011,21:02:38,,,,,N
16R2,2.2005,2.2206,2.2539,2.297,2.3473,2.3991,2.4452,2.4882,2.5327,2.5817,2.6365,2.6918,2.7439,2.8009,2.8707,2.9556,3.0765,3.2195,3.3048,3.3206,3.2987,3.2547,3.1988,3.1365,3.0736,3.015,2.962,2.9168,2.8832,2.8634,2.8573,2.8638,2.8808,2.9087,2.9669,3.0992,3.3345,3.5947,13.7,66,85.06,CL914B,15/12/2011,20:58:21,,,,,N
17R1,2.2212,2.2524,2.2946,2.3443,2.3987,2.4539,2.5037,2.5509,2.599,2.6507,2.7079,2.7652,2.8193,2.8779,2.9471,3.0275,3.1407,3.2764,3.3603,3.3803,3.3648,3.3273,3.2774,3.2201,3.1611,3.1054,3.0538,3.0089,2.9744,2.9526,2.9432,2.9449,2.9557,2.9763,3.0249,3.1452,3.365,3.6139,18,64.2,82.882,CL914B,15/12/2011,19:50:33,,,,,N
12R1,1001.90002,1.8649,1.8873,1.9196,1.9591,2,2.0364,2.0699,2.1043,2.1418,2.1832,2.224,2.2605,2.2996,2.3518,2.4227,2.5252,2.6405,2.7069,2.7191,2.7004,2.6618,2.6113,2.5542,2.4962,2.4424,2.3946,2.3547,2.325,2.3074,2.3018,2.3071,2.3206,2.3429,2.3897,2.4973,2.6871,2.8955,8.9,69.9,89.779,CL914B,15/12/2011,19:39:48,,,,,N
50 MIX,2.305,2.3185,2.3361,2.3681,2.4122,2.4583,2.4906,2.5154,2.5478,2.5975,2.669,2.751,2.843,2.9521,3.0445,3.0773,3.146,3.2754,3.3602,3.3744,3.3522,3.3126,3.2664,3.2107,3.1495,3.0853,3.0113,2.9362,2.8757,2.8408,2.83,2.8431,2.8803,2.9399,3.0408,3.2328,3.5462,3.868,47.5,41.25,52.5,50 CL,4/11/2012,2:37:15 PM,,,,,
50YG,2.1719,2.1874,2.2044,2.2344,2.2766,2.3219,2.355,2.3799,2.4086,2.448,2.5001,2.5568,2.6177,2.6915,2.769,2.8335,2.9387,3.0825,3.1688,3.182,3.1561,3.1081,3.0485,2.9798,2.9083,2.8384,2.7683,2.7034,2.6529,2.6241,2.6168,2.6302,2.6621,2.7119,2.7984,2.9687,3.2556,3.5678,31.1,54.3,70.1,50 CL,4/05/2012,12:15:47 PM,,,,,
75BELT,2.2685,2.2697,2.2807,2.31,2.3537,2.402,2.438,2.466,2.4991,2.5449,2.6058,2.6724,2.7433,2.8269,2.9116,2.9784,3.0868,3.2372,3.329,3.344,3.318,3.2691,3.2084,3.1386,3.066,2.9953,2.9244,2.859,2.8091,2.7824,2.7783,2.7954,2.8316,2.8861,2.9776,3.1555,3.4514,3.7642,32,52.75,68.5,CL 75,4/05/2012,2:46:58 PM,,,,,
65LAMBV V,2.0799,2.0704,2.0702,2.0894,2.1224,2.1594,2.1851,2.2035,2.227,2.2622,2.3109,2.3647,2.4228,2.4932,2.5655,2.6202,2.7108,2.8371,2.911,2.92,2.8945,2.8506,2.7978,2.7381,2.677,2.6182,2.5592,2.5049,2.4641,2.4437,2.443,2.4607,2.4956,2.5466,2.6308,2.7914,3.0591,3.352,33.8,52.3,68,50 CL,4/05/2012,12:40:18 PM,,,,,
75BRISK,2.2504,2.2611,2.2752,2.3048,2.3477,2.394,2.4265,2.4506,2.4802,2.5239,2.5846,2.6524,2.7279,2.82,2.9087,2.9686,3.0714,3.223,3.3148,3.3266,3.2971,3.2461,3.1846,3.1143,3.041,2.9685,2.8935,2.823,2.7684,2.7386,2.733,2.7506,2.7899,2.8494,2.9492,3.1389,3.4512,3.7732,36.8,50.3,65.4,CL 75,4/05/2012,10:14:27 AM,,,,,
50LAMBV V,2.0268,2.0315,2.0385,2.0607,2.0946,2.1302,2.153,2.1691,2.1917,2.2296,2.286,2.3513,2.4271,2.5205,2.6011,2.6286,2.6874,2.7976,2.868,2.8794,2.8603,2.8266,2.7867,2.7394,2.6884,2.6358,2.5753,2.5142,2.4662,2.4405,2.4356,2.4508,2.4862,2.5408,2.6313,2.8015,3.0809,3.3848,43.8,43.75,57.4,50 CL,4/05/2012,12:43:34 PM,,,,,
50MIX,2.2673,2.2819,2.3013,2.3355,2.3807,2.4266,2.4588,2.4843,2.5176,2.5684,2.6414,2.7255,2.8226,2.9393,3.0301,3.0414,3.0835,3.1897,3.2613,3.2731,3.2545,3.2223,3.1849,3.1387,3.0867,3.0299,2.9596,2.8857,2.8248,2.7879,2.7738,2.7817,2.8128,2.8663,2.9606,3.1436,3.4484,3.7778,49.7,38.5,48.8,50 CL,4/05/2012,10:50:13 AM,,,,,
